email,pattern,domain,consumer,flow
ronald.rodriguez23@hotmail.com,name_sequential,hotmail.com,WEB,PWDLESS_LOGIN_EMAIL
4ko3r217jyafb@firm.com,gibberish,firm.com,WEB,PASSWORD_RESET
temp93@protonmail.com,sequential,protonmail.com,WEB,PWDLESS_LOGIN_EMAIL
qwerty33@outlook.com,keyboard_walk,outlook.com,OWF,PWDLESS_LOGIN_EMAIL
temp46@protonmail.com,sequential,protonmail.com,WEB,SIGNUP_EMAIL_VERIFY
anderson.2025@gmx.de,dated,gmx.de,PORTAL,PASSWORD_RESET
asdfgh@outlook.com,keyboard_walk,outlook.com,OWF,PASSWORD_RESET
user24.2025@icloud.com,sequential_dated,icloud.com,PORTAL,PWDLESS_LOGIN_EMAIL
service+56@outlook.com,plus_addressing,outlook.com,API,PASSWORD_RESET
account008@mail.com,sequential_padded,mail.com,WEB,SIGNUP_EMAIL_VERIFY
temp59@protonmail.com,sequential,protonmail.com,API,SIGNUP_EMAIL_VERIFY
george.nguyen+temp64@yahoo.com,plus_addressing_tags,yahoo.com,API,PWDLESS_LOGIN_EMAIL
p7quhkrmv2vsd@firm.com,gibberish,firm.com,WEB,SIGNUP_EMAIL_VERIFY
345678@outlook.com,keyboard_walk,outlook.com,WEB,PWDLESS_LOGIN_EMAIL
account036@mail.com,sequential_padded,mail.com,MOBILE,PWDLESS_LOGIN_EMAIL
temp82@protonmail.com,sequential,protonmail.com,MOBILE,SIGNUP_EMAIL_VERIFY
george.nguyen+promo5@yahoo.com,plus_addressing_tags,yahoo.com,WEB,PWDLESS_LOGIN_EMAIL
account042@mail.com,sequential_padded,mail.com,WEB,PASSWORD_RESET
george.nguyen+promo69@yahoo.com,plus_addressing_tags,yahoo.com,PORTAL,PASSWORD_RESET
zxcvbn2025@icloud.com,keyboard_dated,icloud.com,OWF,SIGNUP_EMAIL_VERIFY
account062@mail.com,sequential_padded,mail.com,PORTAL,PWDLESS_LOGIN_EMAIL
account092@mail.com,sequential_padded,mail.com,MOBILE,SIGNUP_EMAIL_VERIFY
2025.charles@gmx.de,dated,gmx.de,MOBILE,PWDLESS_LOGIN_EMAIL
service+83@outlook.com,plus_addressing,outlook.com,PORTAL,PASSWORD_RESET
ronald.robinson35@hotmail.com,name_sequential,hotmail.com,MOBILE,PWDLESS_LOGIN_EMAIL
23456765@outlook.com,keyboard_walk,outlook.com,OWF,SIGNUP_EMAIL_VERIFY
temp96@protonmail.com,sequential,protonmail.com,WEB,PASSWORD_RESET
nlc8m1xp@firm.com,gibberish,firm.com,API,SIGNUP_EMAIL_VERIFY
george.nguyen+signup22@yahoo.com,plus_addressing_tags,yahoo.com,OWF,PWDLESS_LOGIN_EMAIL
service+43@outlook.com,plus_addressing,outlook.com,API,PWDLESS_LOGIN_EMAIL
charles2025@gmx.de,dated,gmx.de,WEB,SIGNUP_EMAIL_VERIFY
account021@mail.com,sequential_padded,mail.com,PORTAL,PASSWORD_RESET
ronald.anderson17@hotmail.com,name_sequential,hotmail.com,OWF,PWDLESS_LOGIN_EMAIL
sguqvt67sfai@firm.com,gibberish,firm.com,API,PASSWORD_RESET
info40_test@outlook.com,variations,outlook.com,WEB,SIGNUP_EMAIL_VERIFY
account018@mail.com,sequential_padded,mail.com,API,SIGNUP_EMAIL_VERIFY
george.nguyen+newsletter29@yahoo.com,plus_addressing_tags,yahoo.com,MOBILE,PASSWORD_RESET
ronald.robinson77@hotmail.com,name_sequential,hotmail.com,PORTAL,SIGNUP_EMAIL_VERIFY
nye6519zw@firm.com,gibberish,firm.com,MOBILE,PASSWORD_RESET
66_info@outlook.com,variations,outlook.com,OWF,SIGNUP_EMAIL_VERIFY
ronald.white99@hotmail.com,name_sequential,hotmail.com,WEB,PWDLESS_LOGIN_EMAIL
info_89@outlook.com,variations,outlook.com,MOBILE,PASSWORD_RESET
contact_o@agency.com,letter_sequential,agency.com,API,PWDLESS_LOGIN_EMAIL
service+77@outlook.com,plus_addressing,outlook.com,API,SIGNUP_EMAIL_VERIFY
23456787@outlook.com,keyboard_walk,outlook.com,WEB,SIGNUP_EMAIL_VERIFY
ronald.flores22@hotmail.com,name_sequential,hotmail.com,MOBILE,PWDLESS_LOGIN_EMAIL
info.84@outlook.com,variations,outlook.com,WEB,SIGNUP_EMAIL_VERIFY
4xhmb00eze67x@firm.com,gibberish,firm.com,WEB,PASSWORD_RESET
service+80@outlook.com,plus_addressing,outlook.com,MOBILE,PASSWORD_RESET
ronald.white51@hotmail.com,name_sequential,hotmail.com,OWF,PASSWORD_RESET
rfvtgb2025@yahoo.com,keyboard_dated,yahoo.com,MOBILE,PASSWORD_RESET
qazwsx2025@yahoo.com,keyboard_dated,yahoo.com,WEB,PWDLESS_LOGIN_EMAIL
anderson.2025@gmx.de,dated,gmx.de,MOBILE,PASSWORD_RESET
km5y2w85@aol.com,gibberish_sequential,aol.com,OWF,PASSWORD_RESET
temp3@protonmail.com,sequential,protonmail.com,MOBILE,SIGNUP_EMAIL_VERIFY
account030@mail.com,sequential_padded,mail.com,MOBILE,PASSWORD_RESET
user75.2025@gmx.com,sequential_dated,gmx.com,API,PASSWORD_RESET
rfvtgb@outlook.com,keyboard_walk,outlook.com,API,PASSWORD_RESET
george.nguyen+newsletter48@yahoo.com,plus_addressing_tags,yahoo.com,MOBILE,PWDLESS_LOGIN_EMAIL
ftfn2khk@firm.com,gibberish,firm.com,WEB,SIGNUP_EMAIL_VERIFY
345678@outlook.com,keyboard_walk,outlook.com,PORTAL,PASSWORD_RESET
info-46@outlook.com,variations,outlook.com,PORTAL,SIGNUP_EMAIL_VERIFY
ronald.sanchez96@hotmail.com,name_sequential,hotmail.com,WEB,PWDLESS_LOGIN_EMAIL
service+31@outlook.com,plus_addressing,outlook.com,OWF,SIGNUP_EMAIL_VERIFY
user93.2025@enterprise.com,sequential_dated,enterprise.com,WEB,PASSWORD_RESET
temp11@protonmail.com,sequential,protonmail.com,API,SIGNUP_EMAIL_VERIFY
george.nguyen+test66@yahoo.com,plus_addressing_tags,yahoo.com,API,PWDLESS_LOGIN_EMAIL
rfvtgb@outlook.com,keyboard_walk,outlook.com,WEB,PWDLESS_LOGIN_EMAIL
info59_test@outlook.com,variations,outlook.com,API,PWDLESS_LOGIN_EMAIL
info83_test@outlook.com,variations,outlook.com,PORTAL,PASSWORD_RESET
service+33@outlook.com,plus_addressing,outlook.com,OWF,PWDLESS_LOGIN_EMAIL
ronald.hill5@hotmail.com,name_sequential,hotmail.com,API,SIGNUP_EMAIL_VERIFY
2025.charles@gmx.de,dated,gmx.de,API,SIGNUP_EMAIL_VERIFY
ronald.torres80@hotmail.com,name_sequential,hotmail.com,MOBILE,PASSWORD_RESET
george.nguyen+test8@yahoo.com,plus_addressing_tags,yahoo.com,API,PASSWORD_RESET
info-15@outlook.com,variations,outlook.com,API,PASSWORD_RESET
charles.anderson.2025@gmx.de,dated,gmx.de,MOBILE,SIGNUP_EMAIL_VERIFY
ronald.jones57@hotmail.com,name_sequential,hotmail.com,WEB,SIGNUP_EMAIL_VERIFY
temp81@protonmail.com,sequential,protonmail.com,MOBILE,SIGNUP_EMAIL_VERIFY
service+36@outlook.com,plus_addressing,outlook.com,OWF,PASSWORD_RESET
ronald.ramirez95@hotmail.com,name_sequential,hotmail.com,API,PWDLESS_LOGIN_EMAIL
charles.2025@gmx.de,dated,gmx.de,MOBILE,SIGNUP_EMAIL_VERIFY
info-45@outlook.com,variations,outlook.com,MOBILE,PWDLESS_LOGIN_EMAIL
info20_test@outlook.com,variations,outlook.com,MOBILE,PWDLESS_LOGIN_EMAIL
service+99@outlook.com,plus_addressing,outlook.com,API,PWDLESS_LOGIN_EMAIL
account025@mail.com,sequential_padded,mail.com,OWF,SIGNUP_EMAIL_VERIFY
contact_x@agency.com,letter_sequential,agency.com,PORTAL,PASSWORD_RESET
asdfgh46@outlook.com,keyboard_walk,outlook.com,OWF,PWDLESS_LOGIN_EMAIL
charles.2025@gmx.de,dated,gmx.de,API,PWDLESS_LOGIN_EMAIL
info.51@outlook.com,variations,outlook.com,PORTAL,PWDLESS_LOGIN_EMAIL
28_info@outlook.com,variations,outlook.com,OWF,PWDLESS_LOGIN_EMAIL
george.nguyen+trial78@yahoo.com,plus_addressing_tags,yahoo.com,OWF,SIGNUP_EMAIL_VERIFY
user81.2025@gmx.com,sequential_dated,gmx.com,MOBILE,SIGNUP_EMAIL_VERIFY
temp36@protonmail.com,sequential,protonmail.com,API,PWDLESS_LOGIN_EMAIL
service+28@outlook.com,plus_addressing,outlook.com,WEB,SIGNUP_EMAIL_VERIFY
1ndcbmsth7gb@firm.com,gibberish,firm.com,OWF,PWDLESS_LOGIN_EMAIL
george.nguyen+trial59@yahoo.com,plus_addressing_tags,yahoo.com,MOBILE,PASSWORD_RESET
wsxedc@outlook.com,keyboard_walk,outlook.com,WEB,PWDLESS_LOGIN_EMAIL
2345672025@icloud.com,keyboard_dated,icloud.com,WEB,SIGNUP_EMAIL_VERIFY
temp77@protonmail.com,sequential,protonmail.com,API,SIGNUP_EMAIL_VERIFY
george.nguyen+spam9@yahoo.com,plus_addressing_tags,yahoo.com,PORTAL,PASSWORD_RESET
account041@mail.com,sequential_padded,mail.com,MOBILE,PWDLESS_LOGIN_EMAIL
service+68@outlook.com,plus_addressing,outlook.com,WEB,SIGNUP_EMAIL_VERIFY
info.80@outlook.com,variations,outlook.com,PORTAL,PASSWORD_RESET
34567853@outlook.com,keyboard_walk,outlook.com,API,PASSWORD_RESET
qazwsx86@outlook.com,keyboard_walk,outlook.com,WEB,SIGNUP_EMAIL_VERIFY
temp92@protonmail.com,sequential,protonmail.com,WEB,PWDLESS_LOGIN_EMAIL
account093@mail.com,sequential_padded,mail.com,PORTAL,SIGNUP_EMAIL_VERIFY
ronald.williams63@hotmail.com,name_sequential,hotmail.com,PORTAL,SIGNUP_EMAIL_VERIFY
charles2025@gmx.de,dated,gmx.de,PORTAL,PWDLESS_LOGIN_EMAIL
ezzq7oty@firm.com,gibberish,firm.com,API,PWDLESS_LOGIN_EMAIL
anderson.2025@gmx.de,dated,gmx.de,PORTAL,PWDLESS_LOGIN_EMAIL
service+79@outlook.com,plus_addressing,outlook.com,API,SIGNUP_EMAIL_VERIFY
9d2mns64@startup.io,gibberish_sequential,startup.io,MOBILE,PWDLESS_LOGIN_EMAIL
account007@mail.com,sequential_padded,mail.com,OWF,PASSWORD_RESET
service+71@outlook.com,plus_addressing,outlook.com,PORTAL,SIGNUP_EMAIL_VERIFY
ronald.miller26@hotmail.com,name_sequential,hotmail.com,WEB,PWDLESS_LOGIN_EMAIL
wsxedc82@outlook.com,keyboard_walk,outlook.com,OWF,PWDLESS_LOGIN_EMAIL
nd9s16a3kxsgwei@firm.com,gibberish,firm.com,API,PWDLESS_LOGIN_EMAIL
abcdef91@outlook.com,keyboard_walk,outlook.com,API,PASSWORD_RESET
ronald.rodriguez29@hotmail.com,name_sequential,hotmail.com,WEB,SIGNUP_EMAIL_VERIFY
7r1j3tquwck6fj@firm.com,gibberish,firm.com,API,PWDLESS_LOGIN_EMAIL
george.nguyen+promo44@yahoo.com,plus_addressing_tags,yahoo.com,PORTAL,SIGNUP_EMAIL_VERIFY
gmmzer7s6mi2@firm.com,gibberish,firm.com,MOBILE,PASSWORD_RESET
charles_2025@gmx.de,dated,gmx.de,MOBILE,PASSWORD_RESET
odwywf76@aol.com,gibberish_sequential,aol.com,MOBILE,PWDLESS_LOGIN_EMAIL
account032@mail.com,sequential_padded,mail.com,API,SIGNUP_EMAIL_VERIFY
71_info@outlook.com,variations,outlook.com,OWF,PASSWORD_RESET
charles_2025@gmx.de,dated,gmx.de,MOBILE,PASSWORD_RESET
info-14@outlook.com,variations,outlook.com,WEB,PWDLESS_LOGIN_EMAIL
info.85@outlook.com,variations,outlook.com,MOBILE,PASSWORD_RESET
k7vvb1cij8735g@firm.com,gibberish,firm.com,WEB,PWDLESS_LOGIN_EMAIL
anderson.2025@gmx.de,dated,gmx.de,PORTAL,SIGNUP_EMAIL_VERIFY
8_info@outlook.com,variations,outlook.com,OWF,SIGNUP_EMAIL_VERIFY
charles.2025@gmx.de,dated,gmx.de,OWF,SIGNUP_EMAIL_VERIFY
temp69@protonmail.com,sequential,protonmail.com,PORTAL,SIGNUP_EMAIL_VERIFY
zrm4om4no26t@firm.com,gibberish,firm.com,PORTAL,PWDLESS_LOGIN_EMAIL
ronald.perez39@hotmail.com,name_sequential,hotmail.com,PORTAL,PASSWORD_RESET
george.nguyen+spam13@yahoo.com,plus_addressing_tags,yahoo.com,API,PASSWORD_RESET
george.nguyen+newsletter30@yahoo.com,plus_addressing_tags,yahoo.com,OWF,PWDLESS_LOGIN_EMAIL
ronald.martin83@hotmail.com,name_sequential,hotmail.com,API,PWDLESS_LOGIN_EMAIL
2025.charles@gmx.de,dated,gmx.de,API,PASSWORD_RESET
george.nguyen+newsletter32@yahoo.com,plus_addressing_tags,yahoo.com,WEB,PWDLESS_LOGIN_EMAIL
account082@mail.com,sequential_padded,mail.com,PORTAL,PWDLESS_LOGIN_EMAIL
george.nguyen+test31@yahoo.com,plus_addressing_tags,yahoo.com,MOBILE,PASSWORD_RESET
george.nguyen+promo70@yahoo.com,plus_addressing_tags,yahoo.com,MOBILE,PWDLESS_LOGIN_EMAIL
ronald.martinez13@hotmail.com,name_sequential,hotmail.com,WEB,PWDLESS_LOGIN_EMAIL
zxcvbn@outlook.com,keyboard_walk,outlook.com,OWF,SIGNUP_EMAIL_VERIFY
2025.charles@gmx.de,dated,gmx.de,API,PWDLESS_LOGIN_EMAIL
george.nguyen+spam35@yahoo.com,plus_addressing_tags,yahoo.com,API,PWDLESS_LOGIN_EMAIL
temp4@protonmail.com,sequential,protonmail.com,API,PWDLESS_LOGIN_EMAIL
abcdef36@outlook.com,keyboard_walk,outlook.com,WEB,PASSWORD_RESET
george.nguyen+test0@yahoo.com,plus_addressing_tags,yahoo.com,MOBILE,PASSWORD_RESET
jfkqkkowcpb3h@firm.com,gibberish,firm.com,OWF,PWDLESS_LOGIN_EMAIL
rfvtgb41@outlook.com,keyboard_walk,outlook.com,MOBILE,PWDLESS_LOGIN_EMAIL
charles.2025@gmx.de,dated,gmx.de,OWF,PWDLESS_LOGIN_EMAIL
george.nguyen+signup11@yahoo.com,plus_addressing_tags,yahoo.com,OWF,PWDLESS_LOGIN_EMAIL
charles2025@gmx.de,dated,gmx.de,WEB,SIGNUP_EMAIL_VERIFY
service+6@outlook.com,plus_addressing,outlook.com,MOBILE,PASSWORD_RESET
a77ipr3md81ug7w@firm.com,gibberish,firm.com,API,PASSWORD_RESET
contact_c@agency.com,letter_sequential,agency.com,WEB,PWDLESS_LOGIN_EMAIL
charles2025@gmx.de,dated,gmx.de,PORTAL,PASSWORD_RESET
abcdef@outlook.com,keyboard_walk,outlook.com,WEB,PWDLESS_LOGIN_EMAIL
info-70@outlook.com,variations,outlook.com,WEB,PWDLESS_LOGIN_EMAIL
account026@mail.com,sequential_padded,mail.com,WEB,PASSWORD_RESET
1pbs9mr93dlvi@firm.com,gibberish,firm.com,PORTAL,PASSWORD_RESET
abcdef2025@hotmail.com,keyboard_dated,hotmail.com,MOBILE,SIGNUP_EMAIL_VERIFY
info-73@outlook.com,variations,outlook.com,OWF,PASSWORD_RESET
temp39@protonmail.com,sequential,protonmail.com,API,PWDLESS_LOGIN_EMAIL
service+54@outlook.com,plus_addressing,outlook.com,WEB,PWDLESS_LOGIN_EMAIL
wfbmxygs4dv0lbt@firm.com,gibberish,firm.com,WEB,PASSWORD_RESET
charles2025@gmx.de,dated,gmx.de,MOBILE,PWDLESS_LOGIN_EMAIL
23456772@outlook.com,keyboard_walk,outlook.com,PORTAL,SIGNUP_EMAIL_VERIFY
temp21@protonmail.com,sequential,protonmail.com,WEB,PASSWORD_RESET
user84.2025@outlook.com,sequential_dated,outlook.com,API,PWDLESS_LOGIN_EMAIL
temp24@protonmail.com,sequential,protonmail.com,WEB,SIGNUP_EMAIL_VERIFY
charles2025@gmx.de,dated,gmx.de,PORTAL,PWDLESS_LOGIN_EMAIL
george.nguyen+temp21@yahoo.com,plus_addressing_tags,yahoo.com,MOBILE,PASSWORD_RESET
info.43@outlook.com,variations,outlook.com,MOBILE,PWDLESS_LOGIN_EMAIL
anderson.2025@gmx.de,dated,gmx.de,MOBILE,SIGNUP_EMAIL_VERIFY
account058@mail.com,sequential_padded,mail.com,OWF,SIGNUP_EMAIL_VERIFY
2025.charles@gmx.de,dated,gmx.de,MOBILE,PASSWORD_RESET
2025.charles@gmx.de,dated,gmx.de,API,PASSWORD_RESET
george.nguyen+promo12@yahoo.com,plus_addressing_tags,yahoo.com,PORTAL,PWDLESS_LOGIN_EMAIL
charles_2025@gmx.de,dated,gmx.de,API,PWDLESS_LOGIN_EMAIL
info2_test@outlook.com,variations,outlook.com,OWF,PWDLESS_LOGIN_EMAIL
george.nguyen+test28@yahoo.com,plus_addressing_tags,yahoo.com,API,PASSWORD_RESET
contact_l@agency.com,letter_sequential,agency.com,PORTAL,SIGNUP_EMAIL_VERIFY
zxcvbn62@outlook.com,keyboard_walk,outlook.com,API,PASSWORD_RESET
temp72@protonmail.com,sequential,protonmail.com,PORTAL,PASSWORD_RESET
ronald.allen56@hotmail.com,name_sequential,hotmail.com,OWF,SIGNUP_EMAIL_VERIFY
1a032xgjozz2@firm.com,gibberish,firm.com,WEB,PASSWORD_RESET
qazwsx@outlook.com,keyboard_walk,outlook.com,API,SIGNUP_EMAIL_VERIFY
r6a3c995@firm.com,gibberish,firm.com,OWF,PASSWORD_RESET
bui9x5wy8w@firm.com,gibberish,firm.com,API,PWDLESS_LOGIN_EMAIL
info-49@outlook.com,variations,outlook.com,OWF,SIGNUP_EMAIL_VERIFY
info_5@outlook.com,variations,outlook.com,PORTAL,SIGNUP_EMAIL_VERIFY
george.nguyen+temp56@yahoo.com,plus_addressing_tags,yahoo.com,API,SIGNUP_EMAIL_VERIFY
account085@mail.com,sequential_padded,mail.com,WEB,PASSWORD_RESET
asdfgh@outlook.com,keyboard_walk,outlook.com,OWF,SIGNUP_EMAIL_VERIFY
temp99@protonmail.com,sequential,protonmail.com,PORTAL,PWDLESS_LOGIN_EMAIL
rehb9aa9xqaqmwt@firm.com,gibberish,firm.com,OWF,PASSWORD_RESET
pr1gnqvydcjjd@firm.com,gibberish,firm.com,OWF,PWDLESS_LOGIN_EMAIL
temp25@protonmail.com,sequential,protonmail.com,API,PWDLESS_LOGIN_EMAIL
service+12@outlook.com,plus_addressing,outlook.com,WEB,PASSWORD_RESET
gog7b9j3crzk8n@firm.com,gibberish,firm.com,PORTAL,SIGNUP_EMAIL_VERIFY
george.nguyen+newsletter26@yahoo.com,plus_addressing_tags,yahoo.com,OWF,PASSWORD_RESET
info-53@outlook.com,variations,outlook.com,API,SIGNUP_EMAIL_VERIFY
xs8h9p46@gmx.de,gibberish_sequential,gmx.de,PORTAL,PWDLESS_LOGIN_EMAIL
temp42@protonmail.com,sequential,protonmail.com,OWF,PASSWORD_RESET
account048@mail.com,sequential_padded,mail.com,PORTAL,PASSWORD_RESET
george.nguyen+promo16@yahoo.com,plus_addressing_tags,yahoo.com,WEB,PWDLESS_LOGIN_EMAIL
temp44@protonmail.com,sequential,protonmail.com,API,SIGNUP_EMAIL_VERIFY
p6s0bv55@tech.com,gibberish_sequential,tech.com,MOBILE,PASSWORD_RESET
ronald.davis59@hotmail.com,name_sequential,hotmail.com,API,PWDLESS_LOGIN_EMAIL
account059@mail.com,sequential_padded,mail.com,PORTAL,PASSWORD_RESET
anderson.2025@gmx.de,dated,gmx.de,PORTAL,PASSWORD_RESET
fedcba@outlook.com,keyboard_walk,outlook.com,PORTAL,PWDLESS_LOGIN_EMAIL
george.nguyen+trial60@yahoo.com,plus_addressing_tags,yahoo.com,PORTAL,SIGNUP_EMAIL_VERIFY
user0.2025@yandex.com,sequential_dated,yandex.com,OWF,SIGNUP_EMAIL_VERIFY
info.97@outlook.com,variations,outlook.com,API,PASSWORD_RESET
anderson.2025@gmx.de,dated,gmx.de,API,PASSWORD_RESET
10_info@outlook.com,variations,outlook.com,OWF,PWDLESS_LOGIN_EMAIL
28nz9n1@icloud.com,gibberish_sequential,icloud.com,WEB,PASSWORD_RESET
user78.2025@icloud.com,sequential_dated,icloud.com,API,SIGNUP_EMAIL_VERIFY
ronald.nguyen30@hotmail.com,name_sequential,hotmail.com,API,SIGNUP_EMAIL_VERIFY
ronald.king32@hotmail.com,name_sequential,hotmail.com,MOBILE,SIGNUP_EMAIL_VERIFY
contact_k@agency.com,letter_sequential,agency.com,WEB,PWDLESS_LOGIN_EMAIL
yk99rv46r@firm.com,gibberish,firm.com,WEB,PASSWORD_RESET
95_info@outlook.com,variations,outlook.com,OWF,SIGNUP_EMAIL_VERIFY
wprrra94@corporation.com,gibberish_sequential,corporation.com,API,SIGNUP_EMAIL_VERIFY
temp89@protonmail.com,sequential,protonmail.com,API,SIGNUP_EMAIL_VERIFY
service+92@outlook.com,plus_addressing,outlook.com,API,PASSWORD_RESET
info_7@outlook.com,variations,outlook.com,API,PWDLESS_LOGIN_EMAIL
account001@mail.com,sequential_padded,mail.com,OWF,PWDLESS_LOGIN_EMAIL
